Timestamp,Median Service Units Used
2025-04-01 20:24:45.533,3
2025-04-01 20:25:00.533,2
2025-04-01 20:25:15.533,2
2025-04-01 20:25:30.533,2
2025-04-01 20:25:45.533,2
2025-04-01 20:26:00.533,2
2025-04-01 20:26:15.533,2
2025-04-01 20:26:30.533,2
2025-04-01 20:26:45.533,2
2025-04-01 20:27:00.533,2
2025-04-01 20:27:15.533,2
2025-04-01 20:27:30.533,2
2025-04-01 20:27:45.533,2
2025-04-01 20:28:00.533,2
2025-04-01 20:28:15.533,3
2025-04-01 20:28:30.533,3
2025-04-01 20:28:45.533,3
2025-04-01 20:29:00.533,3
2025-04-01 20:29:15.533,3
2025-04-01 20:29:30.533,3
2025-04-01 20:29:45.533,3
2025-04-01 20:30:00.533,2
2025-04-01 20:30:15.533,2
2025-04-01 20:30:30.533,2
2025-04-01 20:30:45.533,2
2025-04-01 20:31:00.533,2
2025-04-01 20:31:15.533,2
2025-04-01 20:31:30.533,2
2025-04-01 20:31:45.533,2
2025-04-01 20:32:00.533,2
2025-04-01 20:32:15.533,2
2025-04-01 20:32:30.533,2
2025-04-01 20:32:45.533,2
2025-04-01 20:33:00.533,2
2025-04-01 20:33:15.533,3
2025-04-01 20:33:30.533,3
2025-04-01 20:33:45.533,3
2025-04-01 20:34:00.533,3
2025-04-01 20:34:15.533,3
2025-04-01 20:34:30.533,3
2025-04-01 20:34:45.533,3
2025-04-01 20:35:00.533,2
2025-04-01 20:35:15.533,2
2025-04-01 20:35:30.533,2
2025-04-01 20:35:45.533,2
2025-04-01 20:36:00.533,2
2025-04-01 20:36:15.533,2
2025-04-01 20:36:30.533,2
2025-04-01 20:36:45.533,2
2025-04-01 20:37:00.533,2
2025-04-01 20:37:15.533,2
2025-04-01 20:37:30.533,2
2025-04-01 20:37:45.533,2
2025-04-01 20:38:00.533,2
2025-04-01 20:38:15.533,3
2025-04-01 20:38:30.533,3
2025-04-01 20:38:45.533,3
2025-04-01 20:39:00.533,3
2025-04-01 20:39:15.533,3
2025-04-01 20:39:30.533,3
2025-04-01 20:39:45.533,3
2025-04-01 20:40:00.533,2
2025-04-01 20:40:15.533,2
2025-04-01 20:40:30.533,2
2025-04-01 20:40:45.533,2
2025-04-01 20:41:00.533,2
2025-04-01 20:41:15.533,2
2025-04-01 20:41:30.533,2
2025-04-01 20:41:45.533,2
2025-04-01 20:42:00.533,2
2025-04-01 20:42:15.533,2
2025-04-01 20:42:30.533,2
2025-04-01 20:42:45.533,2
2025-04-01 20:43:00.533,2
2025-04-01 20:43:15.533,3
2025-04-01 20:43:30.533,3
2025-04-01 20:43:45.533,3
2025-04-01 20:44:00.533,3
2025-04-01 20:44:15.533,3
2025-04-01 20:44:30.533,3
2025-04-01 20:44:45.533,3
2025-04-01 20:45:00.533,2
2025-04-01 20:45:15.533,2
2025-04-01 20:45:30.533,2
2025-04-01 20:45:45.533,2
2025-04-01 20:46:00.533,2
2025-04-01 20:46:15.533,2
2025-04-01 20:46:30.533,2
2025-04-01 20:46:45.533,2
2025-04-01 20:47:00.533,2
2025-04-01 20:47:15.533,2
2025-04-01 20:47:30.533,2
2025-04-01 20:47:45.533,2
2025-04-01 20:48:00.533,2
2025-04-01 20:48:15.533,3
2025-04-01 20:48:30.533,3
2025-04-01 20:48:45.533,3
2025-04-01 20:49:00.533,3
2025-04-01 20:49:15.533,3
2025-04-01 20:49:30.533,3
2025-04-01 20:49:45.533,3
2025-04-01 20:50:00.533,2
2025-04-01 20:50:15.533,2
2025-04-01 20:50:30.533,2
2025-04-01 20:50:45.533,2
2025-04-01 20:51:00.533,2
2025-04-01 20:51:15.533,2
2025-04-01 20:51:30.533,2
2025-04-01 20:51:45.533,2
2025-04-01 20:52:00.533,2
2025-04-01 20:52:15.533,2
2025-04-01 20:52:30.533,2
2025-04-01 20:52:45.533,2
2025-04-01 20:53:00.533,2
2025-04-01 20:53:15.533,3
2025-04-01 20:53:30.533,3
2025-04-01 20:53:45.533,3
2025-04-01 20:54:00.533,3
2025-04-01 20:54:15.533,3
2025-04-01 20:54:30.533,3
2025-04-01 20:54:45.533,3
2025-04-01 20:55:00.533,2
2025-04-01 20:55:15.533,2
2025-04-01 20:55:30.533,2
2025-04-01 20:55:45.533,2
2025-04-01 20:56:00.533,2
2025-04-01 20:56:15.533,2
2025-04-01 20:56:30.533,2
2025-04-01 20:56:45.533,2
2025-04-01 20:57:00.533,2
2025-04-01 20:57:15.533,2
2025-04-01 20:57:30.533,2
2025-04-01 20:57:45.533,2
2025-04-01 20:58:00.533,2
2025-04-01 20:58:15.533,3
2025-04-01 20:58:30.533,3
2025-04-01 20:58:45.533,3
2025-04-01 20:59:00.533,3
2025-04-01 20:59:15.533,3
2025-04-01 20:59:30.533,3
2025-04-01 20:59:45.533,3
2025-04-01 21:00:00.533,2
2025-04-01 21:00:15.533,2
2025-04-01 21:00:30.533,2
2025-04-01 21:00:45.533,2
2025-04-01 21:01:00.533,2
2025-04-01 21:01:15.533,2
2025-04-01 21:01:30.533,2
2025-04-01 21:01:45.533,2
2025-04-01 21:02:00.533,2
2025-04-01 21:02:15.533,2
2025-04-01 21:02:30.533,2
2025-04-01 21:02:45.533,2
