Timestamp,Service Units Used
2025-01-19 10:42:46.698,4
2025-01-19 10:43:01.698,4
2025-01-19 10:43:16.698,4
2025-01-19 10:43:31.698,4
2025-01-19 10:43:46.698,4
2025-01-19 10:44:01.698,4
2025-01-19 10:44:16.698,4
2025-01-19 10:44:31.698,4
2025-01-19 10:44:46.698,4
2025-01-19 10:45:01.698,4
2025-01-19 10:45:16.698,4
2025-01-19 10:45:31.698,3
2025-01-19 10:45:46.698,3
2025-01-19 10:46:01.698,3
2025-01-19 10:46:16.698,3
2025-01-19 10:46:31.698,3
2025-01-19 10:46:46.698,3
2025-01-19 10:47:01.698,3
2025-01-19 10:47:16.698,3
2025-01-19 10:47:31.698,3
2025-01-19 10:47:46.698,3
2025-01-19 10:48:01.698,3
2025-01-19 10:48:16.698,3
2025-01-19 10:48:31.698,3
2025-01-19 10:48:46.698,3
2025-01-19 10:49:01.698,3
2025-01-19 10:49:16.698,3
2025-01-19 10:49:31.698,3
2025-01-19 10:49:46.698,3
2025-01-19 10:50:01.698,3
2025-01-19 10:50:16.698,3
2025-01-19 10:50:31.698,3
2025-01-19 10:50:46.698,3
2025-01-19 10:51:01.698,3
2025-01-19 10:51:16.698,3
2025-01-19 10:51:31.698,3
2025-01-19 10:51:46.698,3
2025-01-19 10:52:01.698,3
2025-01-19 10:52:16.698,3
2025-01-19 10:52:31.698,3
2025-01-19 10:52:46.698,3
2025-01-19 10:53:01.698,3
2025-01-19 10:53:16.698,3
2025-01-19 10:53:31.698,3
2025-01-19 10:53:46.698,3
2025-01-19 10:54:01.698,3
2025-01-19 10:54:16.698,3
2025-01-19 10:54:31.698,3
2025-01-19 10:54:46.698,3
2025-01-19 10:55:01.698,3
2025-01-19 10:55:16.698,3
2025-01-19 10:55:31.698,3
2025-01-19 10:55:46.698,3
2025-01-19 10:56:01.698,3
2025-01-19 10:56:16.698,3
2025-01-19 10:56:31.698,3
2025-01-19 10:56:46.698,3
2025-01-19 10:57:01.698,3
2025-01-19 10:57:16.698,3
2025-01-19 10:57:31.698,3
2025-01-19 10:57:46.698,3
2025-01-19 10:58:01.698,3
2025-01-19 10:58:16.698,3
2025-01-19 10:58:31.698,3
2025-01-19 10:58:46.698,3
2025-01-19 10:59:01.698,3
2025-01-19 10:59:16.698,3
2025-01-19 10:59:31.698,3
2025-01-19 10:59:46.698,3
2025-01-19 11:00:01.698,3
2025-01-19 11:00:16.698,3
2025-01-19 11:00:31.698,3
2025-01-19 11:00:46.698,3
2025-01-19 11:01:01.698,3
2025-01-19 11:01:16.698,3
2025-01-19 11:01:31.698,3
2025-01-19 11:01:46.698,3
2025-01-19 11:02:01.698,3
2025-01-19 11:02:16.698,3
2025-01-19 11:02:31.698,3
2025-01-19 11:02:46.698,3
2025-01-19 11:03:01.698,3
2025-01-19 11:03:16.698,3
2025-01-19 11:03:31.698,4
2025-01-19 11:03:46.698,4
2025-01-19 11:04:01.698,4
2025-01-19 11:04:16.698,4
2025-01-19 11:04:31.698,4
2025-01-19 11:04:46.698,4
2025-01-19 11:05:01.698,4
2025-01-19 11:05:16.698,4
2025-01-19 11:05:31.698,4
2025-01-19 11:05:46.698,4
2025-01-19 11:06:01.698,4
2025-01-19 11:06:16.698,4
2025-01-19 11:06:31.698,4
2025-01-19 11:06:46.698,4
2025-01-19 11:07:01.698,4
2025-01-19 11:07:16.698,4
2025-01-19 11:07:31.698,4
2025-01-19 11:07:46.698,4
2025-01-19 11:08:01.698,4
2025-01-19 11:08:16.698,4
2025-01-19 11:08:31.698,4
2025-01-19 11:08:46.698,4
2025-01-19 11:09:01.698,4
2025-01-19 11:09:16.698,4
2025-01-19 11:09:31.698,4
2025-01-19 11:09:46.698,4
2025-01-19 11:10:01.698,5
2025-01-19 11:10:16.698,5
2025-01-19 11:10:31.698,5
2025-01-19 11:10:46.698,5
2025-01-19 11:11:01.698,5
2025-01-19 11:11:16.698,5
2025-01-19 11:11:31.698,5
2025-01-19 11:11:46.698,5
2025-01-19 11:12:01.698,5
2025-01-19 11:12:16.698,5
2025-01-19 11:12:31.698,5
2025-01-19 11:12:46.698,5
2025-01-19 11:13:01.698,5
2025-01-19 11:13:16.698,5
2025-01-19 11:13:31.698,5
2025-01-19 11:13:46.698,5
2025-01-19 11:14:01.698,5
2025-01-19 11:14:16.698,5
2025-01-19 11:14:31.698,5
2025-01-19 11:14:46.698,5
2025-01-19 11:15:01.698,5
2025-01-19 11:15:16.698,5
2025-01-19 11:15:31.698,5
2025-01-19 11:15:46.698,5
2025-01-19 11:16:01.698,5
2025-01-19 11:16:16.698,5
2025-01-19 11:16:31.698,5
2025-01-19 11:16:46.698,5
2025-01-19 11:17:01.698,5
2025-01-19 11:17:16.698,5
2025-01-19 11:17:31.698,5
2025-01-19 11:17:46.698,5
2025-01-19 11:18:01.698,5
2025-01-19 11:18:16.698,5
2025-01-19 11:18:31.698,5
2025-01-19 11:18:46.698,5
2025-01-19 11:19:01.698,5
2025-01-19 11:19:16.698,5
2025-01-19 11:19:31.698,5
2025-01-19 11:19:46.698,5
2025-01-19 11:20:01.698,5
2025-01-19 11:20:16.698,5
2025-01-19 11:20:31.698,5
2025-01-19 11:20:46.698,5
2025-01-19 11:21:01.698,5
2025-01-19 11:21:16.698,5
2025-01-19 11:21:31.698,5
2025-01-19 11:21:46.698,5
2025-01-19 11:22:01.698,5
2025-01-19 11:22:16.698,5
2025-01-19 11:22:31.698,5
2025-01-19 11:22:46.698,5
2025-01-19 11:23:01.698,5
2025-01-19 11:23:16.698,5
2025-01-19 11:23:31.698,5
2025-01-19 11:23:46.698,5
2025-01-19 11:24:01.698,5
2025-01-19 11:24:16.698,5
2025-01-19 11:24:31.698,5
2025-01-19 11:24:46.698,5
2025-01-19 11:25:01.698,5
2025-01-19 11:25:16.698,5
2025-01-19 11:25:31.698,5
2025-01-19 11:25:46.698,5
2025-01-19 11:26:01.698,5
2025-01-19 11:26:16.698,5
2025-01-19 11:26:31.698,5
2025-01-19 11:26:46.698,5
2025-01-19 11:27:01.698,5
2025-01-19 11:27:16.698,5
2025-01-19 11:27:31.698,5
2025-01-19 11:27:46.698,5
2025-01-19 11:28:01.698,5
2025-01-19 11:28:16.698,5
2025-01-19 11:28:31.698,5
2025-01-19 11:28:46.698,5
2025-01-19 11:29:01.698,5
2025-01-19 11:29:16.698,5
2025-01-19 11:29:31.698,5
2025-01-19 11:29:46.698,5
2025-01-19 11:30:01.698,5
2025-01-19 11:30:16.698,5
2025-01-19 11:30:31.698,5
2025-01-19 11:30:46.698,5
2025-01-19 11:31:01.698,5
2025-01-19 11:31:16.698,5
2025-01-19 11:31:31.698,5
2025-01-19 11:31:46.698,5
2025-01-19 11:32:01.698,5
2025-01-19 11:32:16.698,5
2025-01-19 11:32:31.698,5
2025-01-19 11:32:46.698,5
2025-01-19 11:33:01.698,5
2025-01-19 11:33:16.698,5
2025-01-19 11:33:31.698,5
2025-01-19 11:33:46.698,5
2025-01-19 11:34:01.698,5
2025-01-19 11:34:16.698,5
2025-01-19 11:34:31.698,5
2025-01-19 11:34:46.698,5
2025-01-19 11:35:01.698,5
2025-01-19 11:35:16.698,5
2025-01-19 11:35:31.698,5
2025-01-19 11:35:46.698,5
2025-01-19 11:36:01.698,5
2025-01-19 11:36:16.698,5
2025-01-19 11:36:31.698,5
2025-01-19 11:36:46.698,5
2025-01-19 11:37:01.698,5
2025-01-19 11:37:16.698,5
2025-01-19 11:37:31.698,5
2025-01-19 11:37:46.698,5
